date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,moonphase
2022-10-07,18.8,7.3,12.9,18.8,7.3,12.9,6.7,68.8,0.171,100,12.5,0.0,0.0,24.3,9.7,231.1,1024.7,25.8,21.5,47.5,4.2,0.47
2022-10-08,18.1,10.8,13.6,18.1,10.8,13.6,7.5,68.5,0.0,0,0.0,0.0,0.0,29.1,13.0,331.6,1023.6,37.7,23.1,49.1,4.3,0.49
2022-10-09,19.2,6.7,12.5,19.2,6.7,12.3,6.6,68.7,0.0,0,0.0,0.0,0.0,35.1,14.3,132.2,1020.0,14.7,23.6,46.2,4.1,0.5
2022-10-10,19.0,9.8,14.2,19.0,9.8,14.2,10.9,80.8,0.0,0,0.0,0.0,0.0,37.4,18.1,226.1,1016.7,80.6,21.1,37.2,3.3,0.5
2022-10-11,17.6,9.7,13.3,17.6,8.1,13.2,7.8,69.8,0.0,0,0.0,0.0,0.0,34.8,18.0,35.8,1024.9,56.8,24.1,42.3,3.6,0.52
2022-10-12,19.1,8.1,13.1,19.1,8.1,13.1,8.4,74.0,0.0,0,0.0,0.0,0.0,20.5,9.5,243.2,1023.4,58.9,21.9,32.4,2.8,0.54
2022-10-13,15.3,12.6,13.8,15.3,12.6,13.8,11.7,87.3,3.163,100,25.0,0.0,0.0,31.5,15.0,207.0,1019.1,99.2,15.4,21.2,1.9,0.57
2022-10-14,17.0,14.2,15.2,17.0,14.2,15.2,14.4,95.0,4.188,100,54.17,0.0,0.0,40.8,16.0,224.9,1012.5,99.4,12.4,15.9,1.3,0.61
2022-10-15,18.3,15.2,16.4,18.3,15.2,16.4,13.8,85.4,5.269,100,41.67,0.0,0.0,40.8,18.5,227.0,1009.4,95.1,18.9,24.8,2.3,0.65
2022-10-16,20.2,13.7,16.7,20.2,13.7,16.7,14.4,86.6,0.014,100,4.17,0.0,0.0,27.2,14.9,173.4,1013.7,88.9,26.0,29.9,2.7,0.7
2022-10-17,18.4,16.9,17.6,18.4,16.9,17.6,15.9,90.0,11.474,100,45.83,0.0,0.0,35.8,14.1,178.3,1020.0,95.3,11.5,13.3,1.1,0.74
2022-10-18,18.7,15.4,16.9,18.7,15.4,16.9,15.6,92.8,0.55,100,12.5,0.0,0.0,21.3,9.0,111.2,1026.0,91.8,14.7,22.4,2.0,0.79
2022-10-19,21.2,14.3,17.1,21.2,14.3,17.1,14.9,87.7,0.178,100,20.83,0.0,0.0,36.6,17.1,103.2,1019.1,62.0,17.0,35.3,2.9,0.84
2022-10-20,22.2,15.1,17.7,22.2,15.1,17.7,14.9,84.8,3.758,100,33.33,0.0,0.0,51.8,20.0,186.5,1010.5,83.6,20.0,38.0,3.3,0.88
2022-10-21,20.3,13.6,16.5,20.3,13.6,16.5,13.9,85.6,12.121,100,29.17,0.0,0.0,45.0,15.9,184.4,1008.0,89.1,18.6,26.1,2.2,0.92
2022-10-22,21.2,13.3,16.4,21.2,13.3,16.4,12.7,79.8,0.151,100,8.33,0.0,0.0,28.8,13.0,190.4,1012.9,68.3,25.4,34.8,3.0,0.96
2022-10-23,22.9,15.1,17.9,22.9,15.1,17.9,13.2,75.0,0.007,100,4.17,0.0,0.0,53.2,24.8,180.2,1007.0,77.2,25.5,43.1,3.9,0.98
2022-10-24,18.5,14.8,16.5,18.5,14.8,16.5,12.2,75.9,0.054,100,12.5,0.0,0.0,59.0,24.4,214.9,1010.1,59.5,23.8,27.3,2.3,1.0
2022-10-25,18.1,13.3,15.5,18.1,13.3,15.5,12.5,83.0,0.0,0,0.0,0.0,0.0,31.2,15.2,180.0,1015.4,78.4,24.4,20.1,1.6,0.0
2022-10-26,22.0,14.0,17.1,22.0,14.0,17.1,13.4,79.4,0.191,100,8.33,0.0,0.0,30.1,14.2,191.3,1016.3,72.1,24.9,29.6,2.6,0.01
2022-10-27,22.9,13.4,17.3,22.9,13.4,17.3,13.2,78.1,0.151,100,8.33,0.0,0.0,31.3,15.2,162.3,1018.8,76.0,25.2,27.5,2.2,0.03
2022-10-28,22.5,15.5,18.4,22.5,15.5,18.4,14.0,76.1,0.0,0,0.0,0.0,0.0,28.1,13.8,192.8,1019.1,74.7,24.4,24.8,2.3,0.06
2022-10-29,23.9,15.4,18.5,23.9,15.4,18.5,13.5,73.7,0.014,100,4.17,0.0,0.0,37.8,15.1,168.3,1017.8,86.2,22.4,28.8,2.4,0.1
2022-10-30,18.1,12.9,15.4,18.1,12.9,15.4,11.6,78.5,0.027,100,4.17,0.0,0.0,28.3,11.8,222.4,1018.4,89.4,23.0,22.6,1.9,0.14
2022-10-31,20.1,12.3,15.8,20.1,12.3,15.8,12.9,83.7,0.568,100,20.83,0.0,0.0,45.1,20.5,168.0,1015.0,89.0,19.7,21.3,1.8,0.21
2022-11-01,16.8,10.8,14.3,16.8,10.8,14.3,9.0,71.0,0.0,0,0.0,0.0,0.0,56.1,26.6,220.1,1017.3,61.3,24.2,19.4,1.6,0.26
2022-11-02,15.2,9.6,12.5,15.2,8.4,12.4,8.6,77.8,0.24,100,16.67,0.0,0.0,46.3,20.7,212.9,1021.7,60.5,21.2,22.1,1.9,0.32
2022-11-03,14.3,9.2,11.8,14.3,7.1,11.5,9.1,84.0,2.552,100,8.33,0.0,0.0,45.8,19.4,204.6,1008.3,80.7,23.7,12.4,1.0,0.37
2022-11-04,12.4,8.2,10.3,12.4,7.3,9.6,7.2,81.4,1.54,100,20.83,0.0,0.0,48.1,21.1,285.3,1009.0,81.2,24.7,19.6,1.6,0.42
2022-11-05,12.4,5.7,8.8,12.4,4.6,8.0,6.4,84.8,0.021,100,8.33,0.0,0.0,32.9,17.7,215.1,1019.8,89.0,21.2,20.2,1.7,0.45
2022-11-06,11.9,8.9,10.0,11.9,6.7,8.8,8.2,88.9,8.188,100,37.5,0.0,0.0,40.6,16.6,194.8,1012.7,97.1,19.8,9.3,0.7,0.48
2022-11-07,16.0,11.4,13.3,16.0,11.4,13.3,10.7,84.7,0.11,100,8.33,0.0,0.0,51.9,19.7,211.1,1013.0,87.9,22.2,16.3,1.4,0.49
2022-11-08,17.2,9.9,13.3,17.2,8.3,13.2,9.3,77.1,0.144,100,4.17,0.0,0.0,53.1,22.5,198.6,1007.7,85.0,25.8,21.0,1.8,0.5
2022-11-09,15.1,9.2,12.3,15.1,8.1,12.2,9.3,82.8,0.42,100,12.5,0.0,0.0,40.1,19.0,222.9,1013.2,65.5,24.4,26.0,2.1,0.51
2022-11-10,11.2,6.6,9.1,11.2,5.1,8.4,7.8,91.5,0.028,100,8.33,0.0,0.0,31.8,15.2,192.0,1026.7,61.1,14.4,12.2,1.0,0.53
2022-11-11,12.6,8.7,10.0,12.6,7.1,9.0,8.0,87.3,0.0,0,0.0,0.0,0.0,27.3,15.7,158.8,1030.8,86.3,19.5,24.9,2.0,0.54
2022-11-12,14.9,7.5,10.4,14.9,6.1,10.1,9.0,91.4,0.33,100,20.83,0.0,0.0,15.4,7.7,135.1,1028.8,50.0,10.3,17.0,1.5,0.58
2022-11-13,14.5,7.1,9.8,14.5,5.5,9.4,8.4,91.1,0.144,100,4.17,0.0,0.0,20.6,10.9,114.2,1020.8,53.5,9.6,17.0,1.5,0.62
2022-11-14,12.8,5.9,9.0,12.8,4.3,8.2,7.9,93.2,0.014,100,8.33,0.0,0.0,32.7,14.0,193.7,1012.4,94.7,10.1,19.8,1.8,0.66
2022-11-15,12.8,7.7,10.7,12.8,5.6,10.0,9.5,92.4,3.189,100,37.5,0.0,0.0,35.8,16.5,190.8,1004.6,91.0,20.3,8.5,0.7,0.7
2022-11-16,13.2,8.3,10.8,13.2,6.3,10.1,9.2,90.1,6.312,100,37.5,0.0,0.0,68.9,29.5,195.1,997.2,85.8,19.2,15.0,1.3,0.75
2022-11-17,13.5,9.9,11.9,13.5,7.7,11.8,8.0,77.2,2.214,100,37.5,0.0,0.0,72.5,29.1,239.2,992.2,90.7,23.2,12.3,1.1,0.8
2022-11-18,12.5,7.4,9.4,12.5,4.9,8.1,6.4,82.0,0.234,100,12.5,0.0,0.0,39.5,20.0,253.5,1004.6,65.8,24.7,12.9,1.1,0.85
2022-11-19,11.2,5.8,8.1,11.2,4.0,6.9,5.3,82.9,0.149,100,16.67,0.0,0.0,34.0,14.8,290.2,1012.7,79.5,22.2,17.2,1.4,0.89
2022-11-20,10.0,4.9,7.4,8.4,2.6,5.2,5.0,84.9,1.056,100,29.17,0.0,0.0,46.4,21.6,242.7,1013.0,78.1,20.8,14.0,1.3,0.93
2022-11-21,8.3,6.0,7.0,6.5,3.0,4.6,5.6,90.9,2.567,100,20.83,0.0,0.0,45.9,22.9,201.2,1001.8,76.6,15.1,8.1,0.7,0.97
2022-11-22,10.7,4.8,8.0,10.7,1.7,5.9,4.5,79.4,0.583,100,16.67,0.0,0.0,56.4,25.8,227.1,996.8,87.7,23.0,11.5,0.8,0.99
2022-11-23,12.7,5.6,8.3,12.7,3.3,6.2,6.1,86.8,4.524,100,12.5,0.0,0.0,54.2,20.3,207.7,1000.6,74.6,16.8,13.5,1.2,1.0
2022-11-24,12.1,7.0,9.9,12.1,5.2,8.8,7.3,84.1,0.158,100,8.33,0.0,0.0,51.6,22.8,204.0,1011.1,78.8,19.5,10.9,1.0,0.0
2022-11-25,12.1,7.3,9.4,12.1,5.8,8.6,7.3,87.1,0.564,100,20.83,0.0,0.0,35.9,17.3,245.6,1019.1,58.7,15.8,14.5,1.1,0.02
2022-11-26,8.3,4.4,6.4,6.6,2.9,4.8,5.6,94.4,0.151,100,8.33,0.0,0.0,34.1,16.3,178.1,1029.4,89.6,9.3,13.2,1.1,0.04
2022-11-27,9.7,5.9,7.6,8.4,3.0,5.3,5.3,85.8,0.695,100,25.0,0.0,0.0,32.8,16.8,174.9,1019.2,99.6,18.5,9.1,0.8,0.08
2022-11-28,11.1,6.8,8.9,11.1,6.2,8.1,7.3,90.0,4.179,100,29.17,0.0,0.0,32.6,15.0,228.8,1012.5,89.7,16.0,18.1,1.7,0.13
2022-11-29,8.6,5.8,7.5,8.1,4.6,6.8,5.7,88.3,0.0,0,0.0,0.0,0.0,13.8,7.5,40.3,1019.0,94.9,15.0,10.1,0.9,0.19
2022-11-30,7.7,4.5,6.4,6.4,3.5,4.7,4.6,88.0,0.0,0,0.0,0.0,0.0,30.7,15.1,41.7,1024.0,97.6,11.1,12.0,1.1,0.24
2022-12-01,6.3,4.6,5.5,3.6,0.9,2.3,3.3,85.6,0.0,0,0.0,0.0,0.0,36.9,19.6,24.3,1025.9,93.4,9.0,11.0,0.9,0.3
2022-12-02,5.8,2.6,4.7,3.4,-1.7,1.7,2.5,85.9,1.678,100,16.67,0.0,0.0,43.3,20.9,31.4,1021.5,98.6,6.8,5.8,0.6,0.35
2022-12-03,3.9,2.6,3.3,0.8,-1.6,-0.5,1.0,85.0,0.193,100,4.17,0.0,0.0,40.8,20.4,59.3,1016.5,100.0,13.9,6.0,0.5,0.4
2022-12-04,4.3,2.4,3.3,1.8,-1.7,0.0,0.8,84.0,0.384,100,4.17,0.0,0.0,34.5,17.1,62.2,1013.7,100.0,9.6,7.7,0.7,0.44
2022-12-05,3.3,1.8,2.5,1.9,-0.9,0.5,1.0,90.4,1.797,100,37.5,0.0,0.0,22.6,12.2,3.9,1019.9,99.2,6.7,6.0,0.5,0.47
2022-12-06,5.2,0.5,3.4,3.5,-0.1,1.7,2.3,91.9,0.0,0,0.0,0.0,0.0,23.6,12.8,14.5,1021.6,89.3,6.5,4.2,0.3,0.49
2022-12-07,6.4,0.9,3.7,5.1,-0.5,2.6,2.0,88.9,0.007,100,4.17,0.0,0.0,19.6,10.2,330.6,1020.1,87.7,11.3,13.5,1.0,0.5
2022-12-08,4.3,1.9,3.0,4.3,-0.5,1.8,1.2,87.9,0.0,0,0.0,0.0,0.0,19.0,8.7,226.1,1011.6,97.2,9.8,9.8,0.8,0.5
2022-12-09,3.4,0.4,2.0,1.9,-2.6,-0.6,0.0,86.4,0.0,0,0.0,0.0,0.0,23.7,12.3,21.0,1007.0,84.4,9.9,17.8,1.5,0.51
2022-12-10,3.7,-1.3,1.5,2.4,-4.9,-0.7,-0.6,85.9,0.0,0,0.0,0.0,0.0,24.2,12.1,303.0,1012.0,86.0,10.8,12.8,1.2,0.53
2022-12-11,-0.1,-2.3,-1.5,-3.0,-6.9,-5.2,-3.0,89.6,0.0,0,0.0,0.0,0.0,30.1,15.2,177.7,1011.5,85.9,8.9,17.9,1.5,0.55
2022-12-12,-0.3,-2.4,-1.6,-3.8,-7.9,-5.2,-3.8,84.8,0.0,0,0.0,0.0,0.0,30.3,18.1,125.0,1010.3,92.6,10.0,16.3,1.4,0.59
2022-12-13,1.9,-2.9,-1.0,-0.8,-7.8,-4.6,-5.9,69.8,0.0,0,0.0,0.0,0.0,30.3,15.0,82.1,1005.6,82.6,16.3,14.2,1.2,0.62
2022-12-14,2.1,-0.5,0.6,0.2,-3.3,-1.9,-3.2,76.1,0.179,100,12.5,2.0,1.1,22.1,12.2,39.8,1002.6,96.6,11.4,13.7,1.1,0.67
2022-12-15,2.0,-2.2,-0.2,-1.9,-5.8,-4.1,-4.9,71.4,0.0,0,0.0,0.0,1.7,38.5,19.3,29.5,1007.4,67.9,12.9,12.7,1.1,0.71
2022-12-16,1.3,-2.0,-0.4,-1.3,-6.1,-3.7,-2.6,85.3,0.0,0,0.0,0.0,0.0,29.3,14.5,19.6,1015.8,46.1,9.8,12.4,1.0,0.76
2022-12-17,-0.6,-4.6,-1.8,-1.5,-8.6,-4.7,-3.7,86.9,0.0,0,0.0,0.0,0.0,23.0,12.4,121.6,1025.1,76.4,7.2,12.0,1.1,0.81
2022-12-18,3.6,-6.0,-2.3,0.7,-10.6,-5.8,-4.0,88.1,2.0,100,20.83,0.0,0.0,26.3,14.8,139.5,1022.0,81.3,7.1,10.8,1.0,0.86
2022-12-19,12.3,4.3,8.8,12.3,1.3,7.8,5.3,78.8,2.0,100,25.0,0.0,0.0,37.4,18.5,180.8,1017.7,98.7,9.9,9.2,0.7,0.91
2022-12-20,12.3,10.2,10.8,12.3,10.2,10.8,8.0,83.0,12.2,100,62.5,0.0,0.0,37.4,36.0,193.6,1012.9,98.6,12.3,5.8,0.4,0.95
