date,pm25,pm10,o3,no2,so2,co,AQI
2020/12/15,44.0,25.0,9.0,28.0,0.0,0.0,44.0
2020/12/16,50.0,30.0,12.0,33.0,0.0,0.0,50.0
2020/12/17,55.0,28.0,8.0,32.0,0.0,0.0,55.0
2020/12/18,55.0,24.0,15.0,29.0,0.0,0.0,55.0
2020/12/19,59.0,25.0,18.0,25.0,0.0,0.0,59.0
2020/12/20,46.0,15.0,17.0,21.0,0.0,0.0,46.0
2020/12/21,41.0,14.0,19.0,21.0,0.0,0.0,41.0
2020/12/22,26.0,18.0,24.0,22.0,0.0,0.0,26.0
2020/12/23,43.0,17.0,24.0,24.0,0.0,0.0,43.0
2020/12/24,43.0,18.0,22.0,25.0,0.0,0.0,43.0
2020/12/25,44.0,24.0,19.0,23.0,0.0,0.0,44.0
2020/12/26,55.0,9.0,24.0,15.0,0.0,0.0,55.0
2020/12/27,34.0,13.0,20.0,25.0,0.0,0.0,34.0
2020/12/28,39.0,14.0,14.0,22.0,0.0,0.0,39.0
2020/12/29,31.0,20.0,18.0,25.0,0.0,0.0,31.0
2020/12/30,51.0,24.0,19.0,32.0,0.0,0.0,51.0
2020/12/31,61.0,39.0,10.0,31.0,0.0,0.0,61.0
2021/1/1,94.0,50.0,2.0,35.0,1.0,0.0,94.0
2021/1/2,125.0,44.0,3.0,26.0,0.0,0.0,125.0
2021/1/3,109.0,34.0,5.0,22.0,0.0,0.0,109.0
2020/7/1,36.0,17.0,23.0,23.0,0.0,0.0,36.0
2020/7/2,33.0,22.0,25.0,29.0,0.0,0.0,33.0
2020/7/3,38.0,26.0,20.0,20.0,0.0,0.0,38.0
2020/7/4,40.0,11.0,14.0,10.0,0.0,0.0,40.0
2020/7/5,22.0,27.0,26.0,22.0,0.0,0.0,27.0
2020/7/6,41.0,34.0,35.0,32.0,0.0,0.0,41.0
2020/7/7,42.0,28.0,25.0,27.0,0.0,0.0,42.0
2020/7/8,38.0,35.0,25.0,27.0,0.0,0.0,38.0
2020/7/9,37.0,25.0,29.0,21.0,0.0,0.0,37.0
2020/7/10,34.0,30.0,32.0,33.0,0.0,0.0,34.0
2020/7/11,42.0,23.0,37.0,22.0,0.0,0.0,42.0
2020/7/12,42.0,24.0,44.0,24.0,0.0,0.0,44.0
2020/7/13,46.0,23.0,33.0,21.0,0.0,0.0,46.0
2020/7/14,39.0,24.0,25.0,27.0,0.0,0.0,39.0
2020/7/15,40.0,23.0,20.0,23.0,0.0,0.0,40.0
2020/7/16,39.0,29.0,27.0,33.0,0.0,0.0,39.0
2020/7/17,43.0,30.0,35.0,27.0,1.0,0.0,43.0
2020/7/18,52.0,26.0,35.0,27.0,1.0,0.0,52.0
2020/7/19,39.0,36.0,32.0,28.0,0.0,0.0,39.0
2020/7/20,44.0,36.0,35.0,34.0,0.0,0.0,44.0
2020/7/21,43.0,37.0,35.0,34.0,1.0,0.0,43.0
2020/7/22,50.0,43.0,43.0,47.0,1.0,0.0,50.0
2020/7/23,58.0,30.0,31.0,31.0,0.0,0.0,58.0
2020/7/24,44.0,25.0,24.0,21.0,1.0,0.0,44.0
2020/7/25,39.0,11.0,23.0,7.0,0.0,0.0,39.0
2020/7/26,42.0,25.0,34.0,16.0,1.0,0.0,42.0
2020/7/27,49.0,19.0,28.0,13.0,0.0,0.0,49.0
2020/7/28,45.0,23.0,35.0,27.0,0.0,0.0,45.0
2020/7/29,40.0,38.0,43.0,49.0,1.0,0.0,49.0
2020/7/30,58.0,50.0,54.0,48.0,0.0,0.0,58.0
2020/7/31,68.0,23.0,31.0,24.0,0.0,0.0,68.0
2020/8/1,53.0,13.0,30.0,18.0,1.0,0.0,53.0
2020/8/2,41.0,17.0,28.0,26.0,0.0,0.0,41.0
2020/8/3,44.0,22.0,41.0,29.0,0.0,0.0,44.0
2020/8/4,50.0,26.0,44.0,38.0,0.0,0.0,50.0
2020/8/5,58.0,36.0,64.0,48.0,1.0,0.0,64.0
2020/8/6,60.0,40.0,59.0,56.0,0.0,0.0,60.0
2020/8/7,61.0,44.0,71.0,60.0,0.0,0.0,71.0
2020/8/8,65.0,41.0,61.0,42.0,0.0,0.0,65.0
2020/8/9,70.0,30.0,64.0,46.0,1.0,0.0,70.0
2020/8/10,55.0,49.0,63.0,57.0,0.0,0.0,63.0
2020/8/11,73.0,36.0,54.0,47.0,0.0,0.0,73.0
2020/8/12,60.0,32.0,38.0,32.0,0.0,0.0,60.0
2020/8/13,48.0,21.0,32.0,22.0,0.0,0.0,48.0
2020/8/14,48.0,20.0,40.0,29.0,1.0,0.0,48.0
2020/8/15,44.0,22.0,39.0,33.0,0.0,0.0,44.0
2020/8/16,52.0,24.0,26.0,29.0,1.0,0.0,52.0
2020/8/17,41.0,22.0,28.0,32.0,0.0,0.0,41.0
2020/8/18,35.0,24.0,24.0,30.0,0.0,0.0,35.0
2020/8/19,32.0,24.0,40.0,31.0,0.0,0.0,40.0
2020/8/20,35.0,27.0,30.0,27.0,0.0,0.0,35.0
2020/8/21,41.0,24.0,29.0,21.0,0.0,0.0,41.0
2020/8/22,32.0,18.0,26.0,21.0,0.0,0.0,32.0
2020/8/23,26.0,34.0,25.0,35.0,0.0,0.0,35.0
2020/8/24,36.0,30.0,27.0,25.0,0.0,0.0,36.0
2020/8/25,42.0,27.0,25.0,21.0,0.0,0.0,42.0
2020/8/26,36.0,36.0,26.0,32.0,0.0,0.0,36.0
2020/8/27,49.0,20.0,20.0,22.0,0.0,0.0,49.0
2020/8/28,30.0,17.0,22.0,21.0,0.0,0.0,30.0
2020/8/29,30.0,16.0,25.0,21.0,0.0,0.0,30.0
2020/8/30,30.0,25.0,27.0,32.0,0.0,0.0,32.0
2020/8/31,36.0,29.0,30.0,39.0,0.0,0.0,39.0
2020/9/1,51.0,32.0,36.0,34.0,0.0,0.0,51.0
2020/9/2,50.0,37.0,33.0,46.0,0.0,0.0,50.0
2020/9/3,52.0,32.0,37.0,32.0,1.0,0.0,52.0
2020/9/4,46.0,22.0,27.0,25.0,0.0,0.0,46.0
2020/9/5,37.0,19.0,24.0,19.0,0.0,0.0,37.0
2020/9/6,44.0,26.0,26.0,25.0,0.0,0.0,44.0
2020/9/7,44.0,33.0,25.0,32.0,0.0,0.0,44.0
2020/9/8,53.0,32.0,28.0,26.0,1.0,0.0,53.0
2020/9/9,47.0,36.0,21.0,27.0,2.0,0.0,47.0
2020/9/10,45.0,37.0,29.0,36.0,2.0,0.0,45.0
2020/9/11,51.0,36.0,34.0,38.0,0.0,0.0,51.0
2020/9/12,52.0,40.0,41.0,48.0,0.0,0.0,52.0
2020/9/13,63.0,52.0,42.0,62.0,0.0,0.0,63.0
2020/9/14,87.0,68.0,63.0,70.0,1.0,0.0,87.0
2020/9/15,90.0,51.0,56.0,42.0,1.0,0.0,90.0
2020/9/16,79.0,41.0,30.0,33.0,2.0,0.0,79.0
2020/9/17,59.0,40.0,39.0,43.0,1.0,0.0,59.0
2020/9/18,62.0,45.0,36.0,42.0,0.0,0.0,62.0
2020/9/19,68.0,29.0,39.0,37.0,0.0,0.0,68.0
2020/9/20,65.0,43.0,46.0,53.0,1.0,0.0,65.0
2020/9/21,64.0,46.0,41.0,54.0,0.0,0.0,64.0
2020/9/22,66.0,25.0,23.0,27.0,0.0,0.0,66.0
2020/9/23,46.0,17.0,21.0,19.0,0.0,0.0,46.0
2020/9/24,29.0,14.0,22.0,15.0,0.0,0.0,29.0
2020/9/25,25.0,20.0,24.0,17.0,0.0,0.0,25.0
2020/9/26,32.0,12.0,21.0,9.0,0.0,0.0,32.0
2020/9/27,34.0,17.0,15.0,17.0,0.0,0.0,34.0
2020/9/28,35.0,23.0,14.0,23.0,0.0,0.0,35.0
2020/9/29,52.0,24.0,24.0,27.0,0.0,0.0,52.0
2020/9/30,58.0,23.0,21.0,27.0,9.0,0.0,58.0
2020/4/1,64.0,25.0,31.0,16.0,0.0,0.0,64.0
2020/4/2,60.0,26.0,28.0,26.0,0.0,0.0,60.0
2020/4/3,52.0,25.0,37.0,12.0,0.0,0.0,52.0
2020/4/4,58.0,18.0,39.0,10.0,0.0,0.0,58.0
2020/4/5,45.0,22.0,32.0,14.0,0.0,0.0,45.0
2020/4/6,51.0,28.0,40.0,23.0,0.0,0.0,51.0
2020/4/7,64.0,34.0,49.0,39.0,0.0,0.0,64.0
2020/4/8,68.0,31.0,49.0,42.0,1.0,0.0,68.0
2020/4/9,77.0,33.0,53.0,36.0,0.0,0.0,77.0
2020/4/10,75.0,31.0,51.0,34.0,0.0,0.0,75.0
2020/4/11,64.0,28.0,47.0,25.0,0.0,0.0,64.0
2020/4/12,63.0,30.0,32.0,13.0,0.0,0.0,63.0
2020/4/13,67.0,27.0,36.0,17.0,0.0,0.0,67.0
2020/4/14,42.0,28.0,40.0,25.0,0.0,0.0,42.0
2020/4/15,48.0,31.0,40.0,32.0,0.0,0.0,48.0
2020/4/16,53.0,36.0,40.0,32.0,0.0,0.0,53.0
2020/4/17,59.0,14.0,34.0,13.0,0.0,0.0,59.0
2020/4/18,22.0,29.0,41.0,12.0,0.0,0.0,41.0
2020/4/19,67.0,39.0,39.0,27.0,0.0,0.0,67.0
2020/4/20,78.0,30.0,40.0,26.0,0.0,0.0,78.0
2020/4/21,48.0,32.0,45.0,23.0,0.0,0.0,48.0
2020/4/22,54.0,38.0,54.0,34.0,0.0,0.0,54.0
2020/4/23,70.0,39.0,55.0,40.0,0.0,0.0,70.0
2020/4/24,66.0,25.0,40.0,17.0,0.0,0.0,66.0
2020/4/25,57.0,27.0,44.0,15.0,0.0,0.0,57.0
2020/4/26,57.0,24.0,38.0,23.0,0.0,0.0,57.0
2020/4/27,45.0,16.0,36.0,17.0,0.0,0.0,45.0
2020/4/28,30.0,18.0,33.0,19.0,0.0,0.0,33.0
2020/4/29,32.0,16.0,31.0,16.0,0.0,0.0,32.0
2020/4/30,26.0,15.0,32.0,8.0,0.0,0.0,32.0
2020/5/1,24.0,19.0,37.0,14.0,0.0,0.0,37.0
2020/5/2,34.0,14.0,27.0,14.0,0.0,0.0,34.0
2020/5/3,35.0,15.0,28.0,13.0,0.0,0.0,35.0
2020/5/4,48.0,31.0,24.0,21.0,0.0,0.0,48.0
2020/5/5,66.0,28.0,44.0,34.0,0.0,0.0,66.0
2020/5/6,52.0,34.0,48.0,44.0,0.0,0.0,52.0
2020/5/7,54.0,32.0,55.0,40.0,0.0,0.0,55.0
2020/5/8,61.0,25.0,38.0,32.0,0.0,0.0,61.0
2020/5/9,55.0,18.0,32.0,15.0,0.0,0.0,55.0
2020/5/10,42.0,37.0,31.0,15.0,0.0,0.0,42.0
2020/5/11,51.0,32.0,30.0,29.0,0.0,0.0,51.0
2020/5/12,43.0,27.0,38.0,32.0,0.0,0.0,43.0
2020/5/13,65.0,28.0,35.0,28.0,0.0,0.0,65.0
2020/5/14,49.0,35.0,37.0,33.0,1.0,0.0,49.0
2020/5/15,53.0,32.0,41.0,34.0,0.0,0.0,53.0
2020/5/16,55.0,18.0,43.0,14.0,0.0,0.0,55.0
2020/5/17,38.0,20.0,38.0,11.0,0.0,0.0,38.0
2020/5/18,33.0,19.0,32.0,10.0,0.0,0.0,33.0
2020/5/19,30.0,16.0,34.0,12.0,0.0,0.0,34.0
2020/5/20,24.0,22.0,53.0,16.0,0.0,0.0,53.0
2020/5/21,41.0,22.0,31.0,19.0,0.0,0.0,41.0
2020/5/22,39.0,30.0,30.0,24.0,0.0,0.0,39.0
2020/5/23,45.0,24.0,32.0,18.0,0.0,0.0,45.0
2020/5/24,43.0,34.0,34.0,31.0,0.0,0.0,43.0
2020/5/25,58.0,46.0,40.0,37.0,0.0,0.0,58.0
2020/5/26,59.0,39.0,46.0,42.0,0.0,0.0,59.0
2020/5/27,71.0,27.0,39.0,29.0,0.0,0.0,71.0
2020/5/28,46.0,32.0,41.0,35.0,0.0,0.0,46.0
2020/5/29,47.0,42.0,42.0,42.0,0.0,0.0,47.0
2020/5/30,59.0,26.0,35.0,24.0,0.0,0.0,59.0
2020/5/31,39.0,28.0,40.0,29.0,0.0,0.0,40.0
2020/6/1,51.0,46.0,51.0,45.0,0.0,0.0,51.0
2020/6/2,76.0,41.0,58.0,34.0,0.0,0.0,76.0
2020/6/3,65.0,26.0,40.0,32.0,2.0,0.0,65.0
2020/6/4,54.0,20.0,26.0,23.0,0.0,0.0,54.0
2020/6/5,35.0,15.0,24.0,21.0,0.0,0.0,35.0
2020/6/6,27.0,17.0,22.0,23.0,0.0,0.0,27.0
2020/6/7,37.0,27.0,23.0,30.0,0.0,0.0,37.0
2020/6/8,47.0,26.0,30.0,29.0,0.0,0.0,47.0
2020/6/9,43.0,28.0,36.0,20.0,1.0,0.0,43.0
2020/6/10,54.0,29.0,25.0,27.0,0.0,0.0,54.0
2020/6/11,57.0,15.0,27.0,18.0,0.0,0.0,57.0
2020/6/12,50.0,17.0,30.0,17.0,0.0,0.0,50.0
2020/6/13,43.0,20.0,29.0,9.0,0.0,0.0,43.0
2020/6/14,44.0,24.0,28.0,10.0,0.0,0.0,44.0
2020/6/15,40.0,26.0,28.0,26.0,0.0,0.0,40.0
2020/6/16,44.0,26.0,26.0,32.0,0.0,0.0,44.0
2020/6/17,46.0,26.0,27.0,31.0,0.0,0.0,46.0
2020/6/18,48.0,23.0,25.0,25.0,0.0,0.0,48.0
2020/6/19,46.0,14.0,32.0,25.0,0.0,0.0,46.0
2020/6/20,47.0,22.0,20.0,18.0,0.0,0.0,47.0
2020/6/21,49.0,31.0,34.0,22.0,0.0,0.0,49.0
2020/6/22,54.0,32.0,48.0,39.0,0.0,0.0,54.0
2020/6/23,63.0,31.0,53.0,44.0,0.0,0.0,63.0
2020/6/24,60.0,32.0,60.0,47.0,0.0,0.0,60.0
2020/6/25,61.0,41.0,39.0,38.0,0.0,0.0,61.0
2020/6/26,64.0,23.0,28.0,20.0,0.0,0.0,64.0
2020/6/27,46.0,18.0,27.0,18.0,0.0,0.0,46.0
2020/6/28,33.0,23.0,28.0,24.0,0.0,0.0,33.0
2020/6/29,37.0,26.0,22.0,23.0,0.0,0.0,37.0
2020/6/30,37.0,21.0,15.0,17.0,0.0,0.0,37.0
2020/1/1,92.0,24.0,12.0,28.0,0.0,0.0,92.0
2020/1/2,62.0,22.0,19.0,25.0,0.0,0.0,62.0
2020/1/3,43.0,25.0,16.0,26.0,0.0,0.0,43.0
2020/1/4,41.0,25.0,19.0,32.0,0.0,0.0,41.0
2020/1/5,54.0,33.0,17.0,33.0,0.0,0.0,54.0
2020/1/6,66.0,31.0,14.0,29.0,0.0,0.0,66.0
2020/1/7,63.0,25.0,15.0,26.0,0.0,0.0,63.0
2020/1/8,49.0,15.0,21.0,22.0,0.0,0.0,49.0
2020/1/9,43.0,20.0,23.0,25.0,0.0,0.0,43.0
2020/1/10,35.0,32.0,21.0,36.0,0.0,0.0,36.0
2020/1/11,62.0,26.0,17.0,27.0,0.0,0.0,62.0
2020/1/12,60.0,21.0,18.0,29.0,0.0,0.0,60.0
2020/1/13,45.0,19.0,22.0,19.0,0.0,0.0,45.0
2020/1/14,37.0,24.0,20.0,30.0,0.0,0.0,37.0
2020/1/15,52.0,35.0,12.0,37.0,0.0,0.0,52.0
2020/1/16,64.0,27.0,23.0,29.0,0.0,0.0,64.0
2020/1/17,42.0,27.0,20.0,29.0,0.0,0.0,42.0
2020/1/18,52.0,30.0,18.0,29.0,0.0,0.0,52.0
2020/1/19,55.0,40.0,11.0,33.0,0.0,0.0,55.0
2020/1/20,65.0,46.0,4.0,34.0,0.0,0.0,65.0
2020/1/21,84.0,49.0,3.0,32.0,0.0,0.0,84.0
2020/1/22,101.0,40.0,7.0,31.0,0.0,0.0,101.0
2020/1/23,86.0,59.0,2.0,33.0,1.0,0.0,86.0
2020/1/24,128.0,68.0,2.0,39.0,1.0,0.0,128.0
2020/1/25,145.0,51.0,11.0,32.0,0.0,0.0,145.0
2020/1/26,124.0,13.0,25.0,25.0,0.0,0.0,124.0
2020/1/27,46.0,13.0,28.0,28.0,0.0,0.0,46.0
2020/1/28,30.0,33.0,26.0,32.0,0.0,0.0,33.0
2020/1/29,38.0,22.0,18.0,32.0,0.0,0.0,38.0
2020/1/30,39.0,22.0,18.0,30.0,0.0,0.0,39.0
2020/1/31,28.0,18.0,23.0,28.0,0.0,0.0,28.0
2020/2/1,36.0,15.0,22.0,27.0,0.0,0.0,36.0
2020/2/2,33.0,27.0,27.0,33.0,0.0,0.0,33.0
2020/2/3,40.0,26.0,25.0,28.0,0.0,0.0,40.0
2020/2/4,45.0,40.0,19.0,38.0,0.0,0.0,45.0
2020/2/5,57.0,44.0,12.0,40.0,0.0,0.0,57.0
2020/2/6,67.0,45.0,8.0,42.0,0.0,0.0,67.0
2020/2/7,72.0,37.0,15.0,37.0,0.0,0.0,72.0
2020/2/8,70.0,20.0,25.0,15.0,0.0,0.0,70.0
2020/2/9,37.0,28.0,29.0,22.0,0.0,0.0,37.0
2020/2/10,48.0,21.0,28.0,30.0,0.0,0.0,48.0
2020/2/11,34.0,34.0,23.0,38.0,0.0,0.0,38.0
2020/2/12,48.0,28.0,26.0,32.0,0.0,0.0,48.0
2020/2/13,46.0,41.0,24.0,39.0,0.0,0.0,46.0
2020/2/14,57.0,35.0,23.0,30.0,0.0,0.0,57.0
2020/2/15,61.0,20.0,28.0,14.0,0.0,0.0,61.0
2020/2/16,40.0,20.0,26.0,32.0,0.0,0.0,40.0
2020/2/17,34.0,27.0,24.0,30.0,0.0,0.0,34.0
2020/2/18,40.0,27.0,25.0,35.0,0.0,0.0,40.0
2020/2/19,45.0,25.0,22.0,29.0,0.0,0.0,45.0
2020/2/20,43.0,32.0,22.0,30.0,0.0,0.0,43.0
2020/2/21,45.0,28.0,22.0,26.0,0.0,0.0,45.0
2020/2/22,49.0,14.0,21.0,19.0,0.0,0.0,49.0
2020/2/23,31.0,17.0,19.0,23.0,0.0,0.0,31.0
2020/2/24,27.0,20.0,26.0,33.0,0.0,0.0,33.0
2020/2/25,34.0,22.0,26.0,34.0,0.0,0.0,34.0
2020/2/26,36.0,22.0,20.0,32.0,0.0,0.0,36.0
2020/2/27,42.0,36.0,17.0,39.0,0.0,0.0,42.0
2020/2/28,58.0,37.0,29.0,26.0,0.0,0.0,58.0
2020/2/29,53.0,16.0,28.0,28.0,0.0,0.0,53.0
2020/3/1,41.0,17.0,22.0,34.0,0.0,0.0,41.0
2020/3/2,43.0,42.0,26.0,47.0,0.0,0.0,47.0
2020/3/3,53.0,28.0,18.0,35.0,0.0,0.0,53.0
2020/3/4,45.0,16.0,21.0,30.0,0.0,0.0,45.0
2020/3/5,39.0,27.0,27.0,38.0,0.0,0.0,39.0
2020/3/6,51.0,32.0,26.0,41.0,0.0,0.0,51.0
2020/3/7,56.0,19.0,9.0,27.0,0.0,0.0,56.0
2020/3/8,40.0,25.0,26.0,33.0,0.0,0.0,40.0
2020/3/9,42.0,16.0,25.0,25.0,0.0,0.0,42.0
2020/3/10,28.0,22.0,27.0,23.0,0.0,0.0,28.0
2020/3/11,28.0,27.0,28.0,32.0,0.0,0.0,32.0
2020/3/12,39.0,30.0,27.0,24.0,0.0,0.0,39.0
2020/3/13,41.0,24.0,21.0,26.0,0.0,0.0,41.0
2020/3/14,49.0,26.0,28.0,27.0,0.0,0.0,49.0
2020/3/15,54.0,27.0,18.0,35.0,0.0,0.0,54.0
2020/3/16,62.0,39.0,16.0,33.0,0.0,0.0,62.0
2020/3/17,80.0,45.0,29.0,31.0,0.0,0.0,80.0
2020/3/18,98.0,34.0,31.0,25.0,0.0,0.0,98.0
2020/3/19,76.0,42.0,17.0,15.0,0.0,0.0,76.0
2020/3/20,98.0,14.0,22.0,10.0,0.0,0.0,98.0
2020/3/21,40.0,14.0,32.0,10.0,0.0,0.0,40.0
2020/3/22,44.0,18.0,31.0,17.0,0.0,0.0,44.0
2020/3/23,43.0,20.0,34.0,24.0,0.0,0.0,43.0
2020/3/24,47.0,28.0,35.0,23.0,0.0,0.0,47.0
2020/3/25,64.0,29.0,36.0,25.0,0.0,0.0,64.0
2020/3/26,65.0,43.0,33.0,26.0,0.0,0.0,65.0
2020/3/27,86.0,57.0,36.0,15.0,0.0,0.0,86.0
2020/3/28,129.0,21.0,30.0,6.0,0.0,0.0,129.0
2020/3/29,31.0,0.0,0.0,0.0,0.0,0.0,31.0
2019/10/1,41.0,21.0,22.0,23.0,0.0,0.0,41.0
2019/10/2,37.0,41.0,16.0,42.0,0.0,0.0,42.0
2019/10/3,63.0,33.0,21.0,29.0,0.0,0.0,63.0
2019/10/4,49.0,24.0,18.0,32.0,0.0,0.0,49.0
2019/10/5,48.0,19.0,26.0,25.0,0.0,0.0,48.0
2019/10/6,43.0,26.0,23.0,24.0,0.0,0.0,43.0
2019/10/7,40.0,16.0,20.0,25.0,0.0,0.0,40.0
2019/10/8,38.0,31.0,22.0,23.0,0.0,0.0,38.0
2019/10/9,44.0,31.0,20.0,26.0,0.0,0.0,44.0
2019/10/10,44.0,32.0,23.0,33.0,0.0,0.0,44.0
2019/10/11,56.0,35.0,18.0,36.0,0.0,0.0,56.0
2019/10/12,63.0,28.0,25.0,25.0,0.0,0.0,63.0
2019/10/13,53.0,34.0,29.0,33.0,1.0,0.0,53.0
2019/10/14,44.0,9.0,26.0,8.0,0.0,0.0,44.0
2019/10/15,35.0,6.0,19.0,4.0,0.0,0.0,35.0
2019/10/16,28.0,19.0,22.0,25.0,0.0,0.0,28.0
2019/10/17,44.0,25.0,27.0,30.0,0.0,0.0,44.0
2019/10/18,43.0,31.0,24.0,38.0,0.0,0.0,43.0
2019/10/19,52.0,22.0,17.0,34.0,0.0,0.0,52.0
2019/10/20,59.0,24.0,22.0,34.0,0.0,0.0,59.0
2019/10/21,49.0,41.0,8.0,37.0,0.0,0.0,49.0
2019/10/22,80.0,36.0,7.0,26.0,0.0,0.0,80.0
2019/10/23,69.0,32.0,20.0,28.0,0.0,0.0,69.0
2019/10/24,63.0,17.0,12.0,18.0,0.0,0.0,63.0
2019/10/25,49.0,25.0,16.0,31.0,0.0,0.0,49.0
2019/10/26,55.0,22.0,17.0,30.0,0.0,0.0,55.0
2019/10/27,55.0,30.0,14.0,30.0,0.0,0.0,55.0
2019/10/28,55.0,34.0,11.0,28.0,0.0,0.0,55.0
2019/10/29,56.0,37.0,7.0,25.0,0.0,0.0,56.0
2019/10/30,77.0,39.0,2.0,22.0,0.0,0.0,77.0
2019/10/31,80.0,21.0,16.0,26.0,0.0,0.0,80.0
2019/11/1,57.0,17.0,25.0,19.0,0.0,0.0,57.0
2019/11/2,37.0,14.0,21.0,29.0,0.0,0.0,37.0
2019/11/3,41.0,22.0,21.0,28.0,0.0,0.0,41.0
2019/11/4,38.0,19.0,22.0,19.0,0.0,0.0,38.0
2019/11/5,49.0,13.0,12.0,12.0,0.0,0.0,49.0
2019/11/6,58.0,9.0,21.0,7.0,0.0,0.0,58.0
2019/11/7,40.0,19.0,9.0,23.0,0.0,0.0,40.0
2019/11/8,53.0,32.0,15.0,30.0,0.0,0.0,53.0
2019/11/9,70.0,25.0,8.0,31.0,0.0,0.0,70.0
2019/11/10,68.0,19.0,20.0,28.0,0.0,0.0,68.0
2019/11/11,52.0,22.0,19.0,39.0,0.0,0.0,52.0
2019/11/12,50.0,29.0,16.0,32.0,0.0,0.0,50.0
2019/11/13,51.0,25.0,19.0,38.0,0.0,0.0,51.0
2019/11/14,51.0,24.0,7.0,35.0,0.0,0.0,51.0
2019/11/15,63.0,20.0,11.0,27.0,0.0,0.0,63.0
2019/11/16,59.0,29.0,10.0,32.0,0.0,0.0,59.0
2019/11/17,71.0,29.0,7.0,30.0,0.0,0.0,71.0
2019/11/18,66.0,36.0,16.0,39.0,1.0,0.0,66.0
2019/11/19,72.0,31.0,10.0,33.0,0.0,0.0,72.0
2019/11/20,69.0,32.0,8.0,32.0,0.0,0.0,69.0
2019/11/21,71.0,24.0,16.0,33.0,0.0,0.0,71.0
2019/11/22,49.0,20.0,15.0,24.0,0.0,0.0,49.0
2019/11/23,48.0,27.0,19.0,29.0,0.0,0.0,48.0
2019/11/24,62.0,24.0,22.0,24.0,0.0,0.0,62.0
2019/11/25,46.0,19.0,25.0,26.0,0.0,0.0,46.0
2019/11/26,37.0,12.0,29.0,19.0,0.0,0.0,37.0
2019/11/27,27.0,22.0,27.0,26.0,0.0,0.0,27.0
2019/11/28,38.0,25.0,24.0,28.0,0.0,0.0,38.0
2019/11/29,45.0,32.0,24.0,33.0,0.0,0.0,45.0
2019/11/30,58.0,25.0,16.0,24.0,0.0,0.0,58.0
2019/12/1,61.0,36.0,5.0,31.0,0.0,0.0,61.0
2019/12/2,74.0,38.0,2.0,34.0,0.0,0.0,74.0
2019/12/3,82.0,40.0,2.0,36.0,0.0,0.0,82.0
2019/12/4,96.0,42.0,2.0,29.0,0.0,0.0,96.0
2019/12/5,107.0,29.0,13.0,30.0,0.0,0.0,107.0
2019/12/6,77.0,23.0,15.0,32.0,0.0,0.0,77.0
2019/12/7,48.0,18.0,26.0,22.0,0.0,0.0,48.0
2019/12/8,39.0,19.0,28.0,25.0,0.0,0.0,39.0
2019/12/9,34.0,41.0,15.0,36.0,0.0,0.0,41.0
2019/12/10,66.0,26.0,19.0,33.0,0.0,0.0,66.0
2019/12/11,45.0,17.0,21.0,33.0,0.0,0.0,45.0
2019/12/12,44.0,22.0,26.0,26.0,0.0,0.0,44.0
2019/12/13,36.0,23.0,31.0,27.0,0.0,0.0,36.0
2019/12/14,43.0,20.0,29.0,29.0,0.0,0.0,43.0
2019/12/15,44.0,23.0,18.0,39.0,0.0,0.0,44.0
2019/12/16,60.0,28.0,15.0,37.0,0.0,0.0,60.0
2019/12/17,58.0,32.0,17.0,31.0,0.0,0.0,58.0
2019/12/18,61.0,37.0,7.0,36.0,0.0,0.0,61.0
2019/12/19,66.0,20.0,24.0,32.0,0.0,0.0,66.0
2019/12/20,41.0,22.0,25.0,31.0,0.0,0.0,41.0
2019/12/21,50.0,17.0,27.0,24.0,0.0,0.0,50.0
2019/12/22,36.0,22.0,25.0,24.0,0.0,0.0,36.0
2019/12/23,37.0,23.0,24.0,26.0,0.0,0.0,37.0
2019/12/24,45.0,20.0,26.0,24.0,0.0,0.0,45.0
2019/12/25,47.0,26.0,21.0,34.0,0.0,0.0,47.0
2019/12/26,56.0,18.0,24.0,24.0,0.0,0.0,56.0
2019/12/27,43.0,24.0,14.0,31.0,0.0,0.0,43.0
2019/12/28,61.0,40.0,5.0,30.0,0.0,0.0,61.0
2019/12/29,92.0,0.0,0.0,0.0,0.0,0.0,92.0
2019/7/1,44.0,39.0,38.0,35.0,0.0,0.0,44.0
2019/7/2,70.0,43.0,39.0,34.0,0.0,0.0,70.0
2019/7/3,51.0,47.0,42.0,36.0,0.0,0.0,51.0
2019/7/4,48.0,46.0,45.0,50.0,0.0,0.0,50.0
2019/7/5,56.0,35.0,62.0,43.0,0.0,0.0,62.0
2019/7/6,62.0,26.0,36.0,35.0,0.0,0.0,62.0
2019/7/7,59.0,29.0,35.0,33.0,0.0,0.0,59.0
2019/7/8,53.0,37.0,34.0,34.0,0.0,0.0,53.0
2019/7/9,52.0,50.0,45.0,51.0,0.0,0.0,52.0
2019/7/10,102.0,54.0,42.0,56.0,0.0,0.0,102.0
2019/7/11,69.0,47.0,32.0,31.0,0.0,0.0,69.0
2019/7/12,47.0,34.0,31.0,25.0,0.0,0.0,47.0
2019/7/13,53.0,61.0,27.0,27.0,0.0,0.0,61.0
2019/7/14,53.0,24.0,34.0,33.0,0.0,0.0,53.0
2019/7/15,54.0,33.0,41.0,41.0,0.0,0.0,54.0
2019/7/16,63.0,35.0,44.0,43.0,0.0,0.0,63.0
2019/7/17,63.0,28.0,30.0,32.0,0.0,0.0,63.0
