date,pm25,pm10,o3,no2,so2,co,AQI
2021/11/8,57.0,49.0,14.0,39.0,0.0,0.0,57.0
2021/11/9,93.0,55.0,2.0,37.0,0.0,0.0,93.0
2021/11/10,123.0,56.0,3.0,35.0,0.0,0.0,123.0
2021/11/11,117.0,44.0,12.0,27.0,0.0,0.0,117.0
2021/11/12,90.0,19.0,15.0,21.0,0.0,0.0,90.0
2021/11/13,35.0,20.0,14.0,21.0,0.0,0.0,35.0
2021/11/14,48.0,28.0,6.0,18.0,0.0,0.0,48.0
2021/11/15,69.0,30.0,6.0,23.0,0.0,0.0,69.0
2021/11/16,61.0,34.0,13.0,28.0,0.0,0.0,61.0
2021/11/17,66.0,43.0,5.0,32.0,0.0,0.0,66.0
2021/11/18,77.0,42.0,2.0,36.0,0.0,0.0,77.0
2021/11/19,74.0,23.0,13.0,28.0,0.0,0.0,74.0
2021/11/20,53.0,21.0,14.0,22.0,0.0,0.0,53.0
2021/11/21,46.0,23.0,16.0,22.0,0.0,0.0,46.0
2021/11/22,43.0,28.0,15.0,26.0,0.0,0.0,43.0
2021/11/23,45.0,31.0,12.0,31.0,0.0,0.0,45.0
2021/11/24,58.0,37.0,12.0,30.0,0.0,0.0,58.0
2021/11/25,79.0,23.0,17.0,26.0,0.0,0.0,79.0
2021/11/26,38.0,12.0,21.0,18.0,0.0,0.0,38.0
2021/11/27,28.0,13.0,22.0,13.0,0.0,0.0,28.0
2021/11/28,16.0,0.0,0.0,0.0,0.0,0.0,16.0
2021/11/29,45.0,21.0,17.0,27.0,0.0,0.0,45.0
2021/11/30,44.0,15.0,22.0,25.0,0.0,0.0,44.0
2021/12/1,27.0,20.0,20.0,21.0,0.0,0.0,27.0
2021/12/2,35.0,26.0,12.0,33.0,0.0,0.0,35.0
2021/12/3,50.0,13.0,25.0,26.0,0.0,0.0,50.0
2021/12/4,28.0,11.0,24.0,22.0,0.0,0.0,28.0
2021/12/5,33.0,16.0,18.0,20.0,0.0,0.0,33.0
2021/12/6,36.0,21.0,23.0,27.0,0.0,0.0,36.0
2021/12/7,43.0,20.0,26.0,26.0,0.0,0.0,43.0
2021/12/8,36.0,29.0,19.0,32.0,0.0,0.0,36.0
2021/12/9,50.0,14.0,22.0,21.0,0.0,0.0,50.0
2021/12/10,28.0,28.0,14.0,30.0,0.0,0.0,30.0
2021/12/11,56.0,24.0,12.0,31.0,0.0,0.0,56.0
2021/12/12,64.0,24.0,12.0,32.0,0.0,0.0,64.0
2021/12/13,55.0,37.0,5.0,34.0,0.0,0.0,55.0
2021/12/14,72.0,38.0,13.0,36.0,0.0,0.0,72.0
2021/12/15,67.0,45.0,2.0,37.0,0.0,0.0,67.0
2021/12/16,84.0,35.0,12.0,30.0,0.0,0.0,84.0
2021/12/17,77.0,31.0,7.0,26.0,0.0,0.0,77.0
2021/12/18,69.0,21.0,11.0,22.0,0.0,0.0,69.0
2021/12/19,56.0,25.0,17.0,25.0,0.0,0.0,56.0
2021/12/20,59.0,41.0,12.0,35.0,0.0,0.0,59.0
2021/12/21,74.0,40.0,7.0,22.0,0.0,0.0,74.0
2021/12/22,89.0,47.0,6.0,20.0,0.0,0.0,89.0
2021/12/23,92.0,27.0,9.0,17.0,0.0,0.0,92.0
2021/12/24,65.0,20.0,11.0,30.0,0.0,0.0,65.0
2021/12/25,73.0,14.0,14.0,27.0,0.0,0.0,73.0
2021/12/26,54.0,21.0,22.0,28.0,0.0,0.0,54.0
2021/12/27,47.0,21.0,27.0,20.0,0.0,0.0,47.0
2021/12/28,37.0,18.0,22.0,25.0,0.0,0.0,37.0
2021/12/29,38.0,16.0,17.0,17.0,0.0,0.0,38.0
2021/12/30,36.0,23.0,12.0,27.0,0.0,0.0,36.0
2021/12/31,51.0,28.0,6.0,24.0,0.0,0.0,51.0
2022/1/1,67.0,21.0,27.0,18.0,0.0,0.0,67.0
2022/1/2,49.0,23.0,27.0,19.0,0.0,0.0,49.0
2021/7/1,53.0,37.0,37.0,38.0,0.0,0.0,53.0
2021/7/2,66.0,26.0,28.0,15.0,0.0,0.0,66.0
2021/7/3,46.0,20.0,20.0,4.0,0.0,0.0,46.0
2021/7/4,30.0,19.0,21.0,6.0,0.0,0.0,30.0
2021/7/5,36.0,24.0,25.0,7.0,0.0,0.0,36.0
2021/7/6,27.0,21.0,24.0,7.0,0.0,0.0,27.0
2021/7/7,30.0,48.0,23.0,10.0,0.0,0.0,48.0
2021/7/8,26.0,44.0,26.0,13.0,0.0,0.0,44.0
2021/7/9,37.0,60.0,21.0,15.0,0.0,0.0,60.0
2021/7/10,36.0,54.0,27.0,8.0,0.0,0.0,54.0
2021/7/11,24.0,25.0,24.0,25.0,0.0,0.0,25.0
2021/7/12,47.0,22.0,16.0,24.0,0.0,0.0,47.0
2021/7/13,54.0,13.0,29.0,11.0,0.0,0.0,54.0
2021/7/14,38.0,19.0,29.0,17.0,0.0,0.0,38.0
2021/7/15,41.0,16.0,28.0,31.0,0.0,0.0,41.0
2021/7/16,42.0,29.0,32.0,20.0,0.0,0.0,42.0
2021/7/17,66.0,22.0,31.0,19.0,0.0,0.0,66.0
2021/7/18,45.0,28.0,35.0,28.0,0.0,0.0,45.0
2021/7/19,54.0,42.0,36.0,25.0,0.0,0.0,54.0
2021/7/20,65.0,50.0,47.0,30.0,0.0,0.0,65.0
2021/7/21,67.0,49.0,45.0,23.0,0.0,0.0,67.0
2021/7/22,60.0,54.0,48.0,22.0,0.0,0.0,60.0
2021/7/23,62.0,27.0,35.0,13.0,0.0,0.0,62.0
2021/7/24,42.0,21.0,33.0,12.0,0.0,0.0,42.0
2021/7/25,43.0,23.0,34.0,24.0,0.0,0.0,43.0
2021/7/26,41.0,26.0,25.0,35.0,0.0,0.0,41.0
2021/7/27,56.0,22.0,29.0,16.0,0.0,0.0,56.0
2021/7/28,34.0,22.0,26.0,17.0,0.0,0.0,34.0
2021/7/29,27.0,31.0,26.0,22.0,0.0,0.0,31.0
2021/7/30,42.0,16.0,28.0,11.0,0.0,0.0,42.0
2021/7/31,28.0,18.0,27.0,11.0,0.0,0.0,28.0
2021/8/1,26.0,17.0,27.0,15.0,0.0,0.0,27.0
2021/8/2,30.0,16.0,29.0,17.0,0.0,0.0,30.0
2021/8/3,30.0,21.0,31.0,19.0,0.0,0.0,31.0
2021/8/4,48.0,28.0,30.0,19.0,0.0,0.0,48.0
2021/8/5,44.0,15.0,26.0,13.0,0.0,0.0,44.0
2021/8/6,21.0,16.0,22.0,15.0,0.0,0.0,22.0
2021/8/7,30.0,19.0,26.0,10.0,0.0,0.0,30.0
2021/8/8,27.0,20.0,25.0,19.0,0.0,0.0,27.0
2021/8/9,34.0,23.0,22.0,19.0,0.0,0.0,34.0
2021/8/10,35.0,17.0,42.0,15.0,0.0,0.0,42.0
2021/8/11,38.0,32.0,43.0,23.0,0.0,0.0,43.0
2021/8/12,55.0,29.0,37.0,15.0,0.0,0.0,55.0
2021/8/13,40.0,27.0,44.0,17.0,0.0,0.0,44.0
2021/8/14,45.0,40.0,42.0,24.0,0.0,0.0,45.0
2021/8/15,56.0,23.0,32.0,7.0,0.0,0.0,56.0
2021/8/16,40.0,26.0,28.0,13.0,0.0,0.0,40.0
2021/8/17,47.0,17.0,26.0,11.0,0.0,0.0,47.0
2021/8/18,30.0,19.0,21.0,14.0,0.0,0.0,30.0
2021/8/19,29.0,31.0,30.0,26.0,0.0,0.0,31.0
2021/8/20,42.0,19.0,30.0,16.0,0.0,0.0,42.0
2021/8/21,41.0,20.0,27.0,8.0,0.0,0.0,41.0
2021/8/22,33.0,25.0,29.0,15.0,0.0,0.0,33.0
2021/8/23,41.0,37.0,34.0,23.0,0.0,0.0,41.0
2021/8/24,51.0,36.0,37.0,19.0,0.0,0.0,51.0
2021/8/25,48.0,28.0,31.0,16.0,0.0,0.0,48.0
2021/8/26,37.0,39.0,31.0,18.0,0.0,0.0,39.0
2021/8/27,43.0,29.0,29.0,11.0,0.0,0.0,43.0
2021/8/28,37.0,34.0,30.0,11.0,0.0,0.0,37.0
2021/8/29,43.0,34.0,35.0,17.0,0.0,0.0,43.0
2021/8/30,51.0,36.0,34.0,25.0,0.0,0.0,51.0
2021/8/31,57.0,31.0,32.0,16.0,0.0,0.0,57.0
2021/9/1,62.0,41.0,40.0,26.0,0.0,0.0,62.0
2021/9/2,66.0,45.0,50.0,39.0,0.0,0.0,66.0
2021/9/3,68.0,46.0,37.0,41.0,0.0,0.0,68.0
2021/9/4,71.0,25.0,41.0,26.0,0.0,0.0,71.0
2021/9/5,59.0,20.0,49.0,14.0,0.0,0.0,59.0
2021/9/6,63.0,45.0,52.0,39.0,0.0,0.0,63.0
2021/9/7,59.0,40.0,45.0,42.0,0.0,0.0,59.0
2021/9/8,65.0,28.0,26.0,22.0,0.0,0.0,65.0
2021/9/9,53.0,22.0,28.0,25.0,0.0,0.0,53.0
2021/9/10,37.0,15.0,28.0,18.0,0.0,0.0,37.0
2021/9/11,30.0,29.0,35.0,26.0,0.0,0.0,35.0
2021/9/12,44.0,31.0,35.0,34.0,0.0,0.0,44.0
2021/9/13,49.0,26.0,26.0,30.0,0.0,0.0,49.0
2021/9/14,55.0,19.0,19.0,28.0,0.0,0.0,55.0
2021/9/15,57.0,21.0,34.0,31.0,0.0,0.0,57.0
2021/9/16,39.0,27.0,35.0,36.0,0.0,0.0,39.0
2021/9/17,62.0,30.0,32.0,21.0,0.0,0.0,62.0
2021/9/18,47.0,33.0,34.0,9.0,0.0,0.0,47.0
2021/9/19,41.0,15.0,25.0,13.0,0.0,0.0,41.0
2021/9/20,27.0,26.0,26.0,13.0,0.0,0.0,27.0
2021/9/21,62.0,30.0,34.0,16.0,0.0,0.0,62.0
2021/9/22,60.0,31.0,40.0,34.0,0.0,0.0,60.0
2021/9/23,53.0,29.0,35.0,48.0,0.0,0.0,53.0
2021/9/24,47.0,33.0,23.0,46.0,0.0,0.0,47.0
2021/9/25,67.0,21.0,29.0,42.0,0.0,0.0,67.0
2021/9/26,58.0,21.0,28.0,38.0,0.0,0.0,58.0
2021/9/27,40.0,30.0,28.0,43.0,0.0,0.0,43.0
2021/9/28,53.0,30.0,26.0,38.0,0.0,0.0,53.0
2021/9/29,20.0,27.0,24.0,32.0,0.0,0.0,32.0
2021/9/30,42.0,29.0,22.0,33.0,0.0,0.0,42.0
2021/4/1,106.0,49.0,28.0,18.0,0.0,0.0,106.0
2021/4/2,70.0,40.0,33.0,19.0,0.0,0.0,70.0
2021/4/3,60.0,45.0,33.0,13.0,0.0,0.0,60.0
2021/4/4,69.0,28.0,29.0,13.0,0.0,0.0,69.0
2021/4/5,59.0,21.0,28.0,19.0,0.0,0.0,59.0
2021/4/6,39.0,19.0,33.0,15.0,0.0,0.0,39.0
2021/4/7,37.0,34.0,32.0,31.0,0.0,0.0,37.0
2021/4/8,53.0,45.0,30.0,35.0,0.0,0.0,53.0
2021/4/9,78.0,19.0,25.0,23.0,0.0,0.0,78.0
2021/4/10,47.0,15.0,29.0,13.0,0.0,0.0,47.0
2021/4/11,42.0,20.0,32.0,19.0,0.0,0.0,42.0
2021/4/12,43.0,26.0,24.0,20.0,0.0,0.0,43.0
2021/4/13,67.0,33.0,33.0,28.0,0.0,0.0,67.0
2021/4/14,64.0,34.0,34.0,24.0,0.0,0.0,64.0
2021/4/15,71.0,44.0,19.0,26.0,0.0,0.0,71.0
2021/4/16,68.0,28.0,33.0,17.0,0.0,0.0,68.0
2021/4/17,73.0,33.0,36.0,18.0,0.0,0.0,73.0
2021/4/18,65.0,42.0,39.0,26.0,0.0,0.0,65.0
2021/4/19,71.0,45.0,42.0,35.0,0.0,0.0,71.0
2021/4/20,76.0,53.0,41.0,29.0,0.0,0.0,76.0
2021/4/21,110.0,55.0,34.0,23.0,0.0,0.0,110.0
2021/4/22,65.0,50.0,42.0,25.0,0.0,0.0,65.0
2021/4/23,56.0,42.0,42.0,23.0,0.0,0.0,56.0
2021/4/24,58.0,61.0,37.0,13.0,0.0,0.0,61.0
2021/4/25,56.0,42.0,39.0,21.0,0.0,0.0,56.0
2021/4/26,51.0,48.0,42.0,30.0,0.0,0.0,51.0
2021/4/27,70.0,49.0,41.0,35.0,0.0,0.0,70.0
2021/4/28,71.0,40.0,39.0,20.0,0.0,0.0,71.0
2021/4/29,76.0,34.0,36.0,25.0,0.0,0.0,76.0
2021/4/30,62.0,27.0,33.0,18.0,0.0,0.0,62.0
2021/5/1,67.0,30.0,38.0,17.0,0.0,0.0,67.0
2021/5/2,63.0,33.0,42.0,27.0,0.0,0.0,63.0
2021/5/3,60.0,38.0,31.0,16.0,0.0,0.0,60.0
2021/5/4,33.0,26.0,30.0,15.0,0.0,0.0,33.0
2021/5/5,35.0,19.0,28.0,29.0,0.0,0.0,35.0
2021/5/6,43.0,19.0,26.0,17.0,0.0,0.0,43.0
2021/5/7,46.0,25.0,25.0,29.0,0.0,0.0,46.0
2021/5/8,53.0,34.0,38.0,26.0,0.0,0.0,53.0
2021/5/9,52.0,24.0,33.0,23.0,0.0,0.0,52.0
2021/5/10,44.0,28.0,32.0,23.0,0.0,0.0,44.0
2021/5/11,45.0,30.0,30.0,30.0,0.0,0.0,45.0
2021/5/12,54.0,19.0,31.0,19.0,0.0,0.0,54.0
2021/5/13,41.0,15.0,31.0,22.0,0.0,0.0,41.0
2021/5/14,32.0,16.0,28.0,19.0,0.0,0.0,32.0
2021/5/15,35.0,19.0,31.0,15.0,0.0,0.0,35.0
2021/5/16,40.0,17.0,28.0,12.0,0.0,0.0,40.0
2021/5/17,23.0,21.0,29.0,19.0,0.0,0.0,29.0
2021/5/18,37.0,23.0,31.0,20.0,0.0,0.0,37.0
2021/5/19,32.0,25.0,29.0,25.0,0.0,0.0,32.0
2021/5/20,37.0,32.0,31.0,18.0,0.0,0.0,37.0
2021/5/21,41.0,19.0,31.0,14.0,0.0,0.0,41.0
2021/5/22,34.0,29.0,33.0,17.0,0.0,0.0,34.0
2021/5/23,36.0,17.0,33.0,16.0,0.0,0.0,36.0
2021/5/24,35.0,17.0,29.0,11.0,0.0,0.0,35.0
2021/5/25,36.0,16.0,28.0,16.0,0.0,0.0,36.0
2021/5/26,15.0,14.0,37.0,11.0,0.0,0.0,37.0
2021/5/27,49.0,19.0,39.0,17.0,0.0,0.0,49.0
2021/5/28,61.0,40.0,39.0,21.0,0.0,0.0,61.0
2021/5/29,43.0,41.0,42.0,13.0,0.0,0.0,43.0
2021/5/30,36.0,40.0,46.0,17.0,0.0,0.0,46.0
2021/5/31,32.0,34.0,0.0,40.0,0.0,0.0,40.0
2021/6/3,58.0,20.0,26.0,33.0,0.0,0.0,58.0
2021/6/4,43.0,13.0,0.0,9.0,0.0,0.0,43.0
2021/6/5,39.0,15.0,0.0,11.0,0.0,0.0,39.0
2021/6/6,34.0,26.0,39.0,21.0,0.0,0.0,39.0
2021/6/7,45.0,31.0,23.0,21.0,0.0,0.0,45.0
2021/6/8,67.0,37.0,44.0,35.0,0.0,0.0,67.0
2021/6/9,38.0,25.0,26.0,30.0,0.0,0.0,38.0
2021/6/10,36.0,17.0,0.0,20.0,0.0,0.0,36.0
2021/6/11,36.0,15.0,24.0,8.0,0.0,0.0,36.0
2021/6/12,29.0,28.0,36.0,4.0,0.0,0.0,36.0
2021/6/13,29.0,30.0,49.0,17.0,0.0,0.0,49.0
2021/6/14,36.0,27.0,0.0,21.0,0.0,0.0,36.0
2021/6/15,57.0,36.0,55.0,41.0,0.0,0.0,57.0
2021/6/16,79.0,29.0,45.0,32.0,0.0,0.0,79.0
2021/6/17,51.0,30.0,34.0,23.0,0.0,0.0,51.0
2021/6/18,53.0,24.0,27.0,27.0,0.0,0.0,53.0
2021/6/19,59.0,17.0,34.0,17.0,0.0,0.0,59.0
2021/6/20,41.0,19.0,34.0,19.0,0.0,0.0,41.0
2021/6/21,24.0,22.0,17.0,24.0,0.0,0.0,24.0
2021/6/22,41.0,25.0,18.0,12.0,0.0,0.0,41.0
2021/6/23,60.0,32.0,35.0,21.0,0.0,0.0,60.0
2021/6/24,44.0,31.0,26.0,29.0,0.0,0.0,44.0
2021/6/25,57.0,17.0,25.0,19.0,0.0,0.0,57.0
2021/6/26,45.0,19.0,30.0,17.0,0.0,0.0,45.0
2021/6/27,47.0,25.0,27.0,27.0,0.0,0.0,47.0
2021/6/28,38.0,22.0,27.0,26.0,0.0,0.0,38.0
2021/6/29,32.0,17.0,21.0,11.0,0.0,0.0,32.0
2021/6/30,38.0,24.0,34.0,24.0,0.0,0.0,38.0
2021/1/4,76.0,35.0,1.0,23.0,0.0,0.0,76.0
2021/1/5,86.0,39.0,0.0,24.0,0.0,0.0,86.0
2021/1/6,90.0,38.0,8.0,30.0,0.0,0.0,90.0
2021/1/7,77.0,40.0,8.0,36.0,0.0,0.0,77.0
2021/1/8,68.0,42.0,5.0,32.0,0.0,0.0,68.0
2021/1/9,90.0,40.0,10.0,32.0,0.0,0.0,90.0
2021/1/10,85.0,46.0,13.0,34.0,0.0,0.0,85.0
2021/1/11,91.0,18.0,18.0,26.0,3.0,0.0,91.0
2021/1/12,47.0,18.0,25.0,33.0,0.0,0.0,47.0
2021/1/13,49.0,14.0,25.0,24.0,0.0,0.0,49.0
2021/1/14,33.0,44.0,13.0,25.0,0.0,0.0,44.0
2021/1/15,70.0,29.0,8.0,25.0,0.0,0.0,70.0
2021/1/16,72.0,24.0,20.0,33.0,0.0,0.0,72.0
2021/1/17,57.0,36.0,19.0,35.0,0.0,0.0,57.0
2021/1/18,57.0,22.0,22.0,23.0,0.0,0.0,57.0
2021/1/19,43.0,26.0,27.0,24.0,0.0,0.0,43.0
2021/1/20,43.0,19.0,30.0,23.0,0.0,0.0,43.0
2021/1/21,30.0,19.0,26.0,34.0,0.0,0.0,34.0
2021/1/22,43.0,9.0,20.0,23.0,0.0,0.0,43.0
2021/1/23,48.0,19.0,26.0,28.0,0.0,0.0,48.0
2021/1/24,59.0,17.0,25.0,32.0,0.0,0.0,59.0
2021/1/25,41.0,30.0,17.0,32.0,0.0,0.0,41.0
2021/1/26,58.0,26.0,17.0,30.0,0.0,0.0,58.0
2021/1/27,62.0,9.0,20.0,22.0,0.0,0.0,62.0
2021/1/28,40.0,22.0,26.0,21.0,0.0,0.0,40.0
2021/1/29,43.0,26.0,21.0,33.0,0.0,0.0,43.0
2021/1/30,44.0,17.0,15.0,22.0,0.0,0.0,44.0
2021/1/31,54.0,10.0,21.0,30.0,0.0,0.0,54.0
2021/2/1,46.0,17.0,22.0,26.0,0.0,0.0,46.0
2021/2/2,45.0,17.0,27.0,25.0,0.0,0.0,45.0
2021/2/3,34.0,29.0,19.0,28.0,0.0,0.0,34.0
2021/2/4,47.0,39.0,21.0,36.0,0.0,0.0,47.0
2021/2/5,66.0,20.0,17.0,32.0,0.0,0.0,66.0
2021/2/6,57.0,15.0,18.0,12.0,0.0,0.0,57.0
2021/2/7,56.0,41.0,15.0,20.0,0.0,0.0,56.0
2021/2/8,96.0,39.0,11.0,22.0,0.0,0.0,96.0
2021/2/9,98.0,33.0,17.0,21.0,0.0,0.0,98.0
2021/2/10,84.0,40.0,21.0,30.0,0.0,0.0,84.0
2021/2/11,98.0,37.0,23.0,34.0,0.0,0.0,98.0
2021/2/12,64.0,25.0,25.0,30.0,0.0,0.0,64.0
2021/2/13,59.0,22.0,23.0,19.0,0.0,0.0,59.0
2021/2/14,64.0,33.0,12.0,26.0,0.0,0.0,64.0
2021/2/15,61.0,21.0,24.0,20.0,0.0,0.0,61.0
2021/2/16,50.0,29.0,22.0,31.0,0.0,0.0,50.0
2021/2/17,53.0,29.0,23.0,35.0,0.0,0.0,53.0
2021/2/18,49.0,30.0,16.0,36.0,0.0,0.0,49.0
2021/2/19,55.0,36.0,26.0,28.0,0.0,0.0,55.0
2021/2/20,55.0,16.0,26.0,13.0,0.0,0.0,55.0
2021/2/21,39.0,44.0,17.0,27.0,0.0,0.0,44.0
2021/2/22,68.0,35.0,21.0,12.0,0.0,0.0,68.0
2021/2/23,63.0,54.0,20.0,18.0,0.0,0.0,63.0
2021/2/24,77.0,54.0,28.0,18.0,0.0,0.0,77.0
2021/2/25,78.0,17.0,26.0,12.0,0.0,0.0,78.0
2021/2/26,48.0,20.0,27.0,23.0,0.0,0.0,48.0
2021/2/27,56.0,25.0,24.0,20.0,0.0,0.0,56.0
2021/2/28,76.0,36.0,22.0,29.0,0.0,0.0,76.0
2021/3/1,65.0,59.0,10.0,43.0,0.0,0.0,65.0
2021/3/2,122.0,66.0,25.0,40.0,0.0,0.0,122.0
2021/3/3,108.0,25.0,21.0,14.0,0.0,0.0,108.0
2021/3/4,65.0,15.0,24.0,7.0,0.0,0.0,65.0
2021/3/5,57.0,17.0,25.0,10.0,0.0,0.0,57.0
2021/3/6,64.0,24.0,23.0,11.0,0.0,0.0,64.0
2021/3/7,80.0,36.0,28.0,16.0,0.0,0.0,80.0
2021/3/8,91.0,33.0,25.0,17.0,0.0,0.0,91.0
2021/3/9,83.0,44.0,30.0,29.0,0.0,0.0,83.0
2021/3/10,98.0,17.0,30.0,12.0,0.0,0.0,98.0
2021/3/11,29.0,23.0,28.0,17.0,0.0,0.0,29.0
2021/3/12,35.0,12.0,31.0,11.0,0.0,0.0,35.0
2021/3/13,35.0,15.0,29.0,7.0,0.0,0.0,35.0
2021/3/14,34.0,20.0,29.0,16.0,0.0,0.0,34.0
2021/3/15,36.0,25.0,20.0,19.0,0.0,0.0,36.0
2021/3/16,59.0,24.0,27.0,16.0,0.0,0.0,59.0
2021/3/17,42.0,19.0,22.0,22.0,0.0,0.0,42.0
2021/3/18,38.0,22.0,26.0,23.0,0.0,0.0,38.0
2021/3/19,48.0,29.0,28.0,19.0,0.0,0.0,48.0
2021/3/20,69.0,26.0,31.0,14.0,0.0,0.0,69.0
2021/3/21,63.0,27.0,31.0,20.0,0.0,0.0,63.0
2021/3/22,48.0,43.0,24.0,35.0,0.0,0.0,48.0
2021/3/23,87.0,47.0,34.0,34.0,0.0,0.0,87.0
2021/3/24,97.0,33.0,26.0,28.0,0.0,0.0,97.0
2021/3/25,69.0,30.0,34.0,26.0,0.0,0.0,69.0
2021/3/26,51.0,18.0,30.0,11.0,0.0,0.0,51.0
2021/3/27,35.0,29.0,35.0,23.0,0.0,0.0,35.0
2021/3/28,55.0,41.0,12.0,38.0,0.0,0.0,55.0
2021/3/29,69.0,49.0,37.0,38.0,0.0,0.0,69.0
2021/3/30,70.0,63.0,41.0,47.0,0.0,0.0,70.0
2021/3/31,90.0,69.0,40.0,47.0,0.0,0.0,90.0
2020/10/1,41.0,18.0,14.0,26.0,2.0,0.0,41.0
2020/10/2,41.0,18.0,19.0,27.0,0.0,0.0,41.0
2020/10/3,53.0,14.0,20.0,18.0,0.0,0.0,53.0
2020/10/4,50.0,7.0,23.0,22.0,0.0,0.0,50.0
2020/10/5,49.0,17.0,24.0,19.0,0.0,0.0,49.0
2020/10/6,52.0,18.0,23.0,24.0,0.0,0.0,52.0
2020/10/7,57.0,21.0,19.0,21.0,0.0,0.0,57.0
2020/10/8,44.0,17.0,22.0,21.0,0.0,0.0,44.0
2020/10/9,41.0,21.0,24.0,28.0,0.0,0.0,41.0
2020/10/10,44.0,16.0,20.0,24.0,0.0,0.0,44.0
2020/10/11,37.0,30.0,18.0,33.0,2.0,0.0,37.0
2020/10/12,56.0,11.0,16.0,13.0,0.0,0.0,56.0
2020/10/13,36.0,14.0,17.0,11.0,0.0,0.0,36.0
2020/10/14,57.0,16.0,15.0,9.0,0.0,0.0,57.0
2020/10/15,48.0,17.0,14.0,10.0,0.0,0.0,48.0
2020/10/16,54.0,30.0,14.0,25.0,0.0,0.0,54.0
2020/10/17,71.0,31.0,23.0,28.0,0.0,0.0,71.0
2020/10/18,70.0,47.0,19.0,33.0,16.0,0.0,70.0
2020/10/19,72.0,32.0,16.0,30.0,2.0,0.0,72.0
2020/10/20,49.0,26.0,24.0,25.0,0.0,0.0,49.0
2020/10/21,44.0,38.0,17.0,33.0,0.0,0.0,44.0
2020/10/22,51.0,28.0,21.0,32.0,0.0,0.0,51.0
2020/10/23,39.0,16.0,21.0,19.0,0.0,0.0,39.0
2020/10/24,37.0,13.0,21.0,22.0,0.0,0.0,37.0
2020/10/25,38.0,21.0,21.0,24.0,0.0,0.0,38.0
2020/10/26,38.0,24.0,22.0,22.0,0.0,0.0,38.0
2020/10/27,30.0,23.0,23.0,24.0,0.0,0.0,30.0
2020/10/28,40.0,26.0,22.0,29.0,0.0,0.0,40.0
2020/10/29,30.0,26.0,21.0,28.0,0.0,0.0,30.0
2020/10/30,47.0,22.0,21.0,24.0,0.0,0.0,47.0
2020/10/31,53.0,9.0,24.0,12.0,0.0,0.0,53.0
2020/11/1,18.0,11.0,27.0,9.0,0.0,0.0,27.0
2020/11/2,30.0,21.0,24.0,19.0,0.0,0.0,30.0
2020/11/3,41.0,32.0,19.0,27.0,0.0,0.0,41.0
2020/11/4,60.0,29.0,16.0,32.0,0.0,0.0,60.0
2020/11/5,68.0,34.0,11.0,26.0,0.0,0.0,68.0
2020/11/6,69.0,38.0,9.0,27.0,0.0,0.0,69.0
2020/11/7,74.0,28.0,12.0,21.0,0.0,0.0,74.0
2020/11/8,55.0,38.0,8.0,29.0,0.0,0.0,55.0
2020/11/9,63.0,26.0,13.0,33.0,0.0,0.0,63.0
2020/11/10,56.0,20.0,10.0,21.0,0.0,0.0,56.0
2020/11/11,55.0,25.0,22.0,30.0,0.0,0.0,55.0
2020/11/12,53.0,30.0,14.0,27.0,0.0,0.0,53.0
2020/11/13,60.0,22.0,23.0,17.0,0.0,0.0,60.0
2020/11/14,51.0,18.0,28.0,11.0,0.0,0.0,51.0
2020/11/15,39.0,29.0,26.0,25.0,0.0,0.0,39.0
2020/11/16,35.0,30.0,19.0,29.0,0.0,0.0,35.0
2020/11/17,47.0,35.0,14.0,26.0,0.0,0.0,47.0
2020/11/18,58.0,23.0,25.0,16.0,0.0,0.0,58.0
2020/11/19,37.0,38.0,15.0,34.0,0.0,0.0,38.0
2020/11/20,65.0,32.0,19.0,27.0,0.0,0.0,65.0
2020/11/21,65.0,35.0,14.0,29.0,0.0,0.0,65.0
2020/11/22,82.0,42.0,13.0,35.0,0.0,0.0,82.0
2020/11/23,83.0,41.0,4.0,32.0,0.0,0.0,83.0
2020/11/24,73.0,46.0,6.0,37.0,0.0,0.0,73.0
2020/11/25,87.0,59.0,3.0,43.0,0.0,0.0,87.0
2020/11/26,109.0,56.0,2.0,35.0,0.0,0.0,109.0
2020/11/27,110.0,49.0,4.0,32.0,0.0,0.0,110.0
2020/11/28,102.0,34.0,9.0,29.0,0.0,0.0,102.0
2020/11/29,80.0,42.0,7.0,24.0,0.0,0.0,80.0
2020/11/30,93.0,32.0,15.0,26.0,0.0,0.0,93.0
2020/12/1,50.0,35.0,15.0,28.0,0.0,0.0,50.0
2020/12/2,52.0,22.0,19.0,25.0,0.0,0.0,52.0
2020/12/3,42.0,19.0,24.0,28.0,0.0,0.0,42.0
2020/12/4,41.0,14.0,17.0,21.0,0.0,0.0,41.0
2020/12/5,44.0,23.0,13.0,25.0,0.0,0.0,44.0
2020/12/6,53.0,36.0,2.0,25.0,0.0,0.0,53.0
2020/12/7,84.0,27.0,3.0,19.0,0.0,0.0,84.0
2020/12/8,69.0,31.0,8.0,17.0,0.0,0.0,69.0
2020/12/9,73.0,15.0,9.0,10.0,0.0,0.0,73.0
2020/12/10,49.0,9.0,18.0,9.0,0.0,0.0,49.0
2020/12/11,43.0,18.0,18.0,13.0,0.0,0.0,43.0
2020/12/12,49.0,12.0,16.0,5.0,1.0,0.0,49.0
2020/12/13,38.0,10.0,13.0,9.0,0.0,0.0,38.0
2020/12/14,37.0,23.0,15.0,27.0,0.0,0.0,37.0
